Tipo_Colegio,Genero,Estrato_Vivienda,Puntaje_Global,Puntaje_Matematicas,Puntaje_Lectura
Oficial,Masculino,Estrato 2,294,74,47
Oficial,Femenino,Estrato 3,156,31,41
Oficial,Femenino,Estrato 2,225,45,33
Oficial,Masculino,Estrato 1,170,54,34
Oficial,Masculino,Estrato 2,271,46,61
Oficial,Femenino,Estrato 4,215,46,52
Oficial,Femenino,Estrato 3,365,85,65
Oficial,Femenino,Estrato 2,224,41,53
Oficial,Masculino,Estrato 1,249,56,50
Oficial,Masculino,Estrato 3,228,46,49
Oficial,Femenino,Estrato 3,225,36,57
Oficial,Femenino,Estrato 3,195,37,43
Oficial,Femenino,Estrato 2,193,38,32
Oficial,Femenino,Estrato 1,157,26,17
Oficial,Femenino,Estrato 4,266,40,57
No Oficial,Femenino,Estrato 2,301,56,63
Oficial,Masculino,Estrato 1,322,52,58
Oficial,Masculino,Estrato 3,195,43,40
No Oficial,Femenino,Estrato 6,244,53,39
No Oficial,Masculino,Estrato 3,226,35,47
Oficial,Femenino,Estrato 3,296,59,49
Oficial,Femenino,Estrato 2,254,40,59
No Oficial,Femenino,Estrato 1,246,46,63
Oficial,Masculino,Estrato 1,296,53,61
Oficial,Masculino,Estrato 2,213,46,45
Oficial,Femenino,Estrato 1,255,38,55
Oficial,Femenino,Estrato 4,243,56,50
Oficial,Femenino,Estrato 1,209,51,34
Oficial,Masculino,Estrato 2,256,50,61
Oficial,Masculino,Estrato 2,274,44,57
Oficial,Femenino,Estrato 3,207,24,45
Oficial,Femenino,Estrato 2,263,61,59
Oficial,Femenino,Estrato 4,155,46,37
Oficial,Masculino,Estrato 2,203,40,49
Oficial,Masculino,Estrato 3,226,35,48
No Oficial,Masculino,Estrato 3,205,32,34
Oficial,Femenino,Estrato 1,279,65,58
Oficial,Femenino,Estrato 3,248,50,49
Oficial,Masculino,Estrato 2,267,45,47
Oficial,Masculino,Estrato 4,238,65,57
Oficial,Femenino,Estrato 4,261,60,51
Oficial,Masculino,Estrato 1,259,56,53
Oficial,Femenino,Estrato 1,224,40,39
Oficial,Femenino,Estrato 2,230,55,45
Oficial,Masculino,Estrato 6,269,60,60
Oficial,Masculino,Estrato 1,317,62,77
Oficial,Femenino,Estrato 3,293,67,48
Oficial,Masculino,Estrato 3,199,48,39
Oficial,Masculino,Estrato 3,199,41,17
No Oficial,Femenino,Estrato 1,328,56,62
Oficial,Femenino,Estrato 1,248,41,50
Oficial,Femenino,Estrato 2,246,36,50
No Oficial,Masculino,Estrato 1,341,78,79
Oficial,Masculino,Estrato 1,296,47,57
Oficial,Masculino,Estrato 1,245,49,59
Oficial,Masculino,Estrato 2,235,34,48
Oficial,Femenino,Estrato 2,265,66,49
Oficial,Masculino,Estrato 2,287,48,58
Oficial,Femenino,Estrato 2,267,55,54
Oficial,Masculino,Estrato 1,227,32,46
Oficial,Masculino,Estrato 2,220,50,39
Oficial,Femenino,Estrato 1,200,48,35
Oficial,Masculino,Estrato 3,252,50,58
Oficial,Masculino,Estrato 1,269,53,61
Oficial,Masculino,Estrato 4,274,61,48
No Oficial,Masculino,Estrato 1,262,47,51
Oficial,Femenino,Estrato 4,304,69,63
Oficial,Masculino,Estrato 3,190,40,43
Oficial,Femenino,Estrato 3,261,39,53
Oficial,Femenino,Estrato 4,262,67,60
Oficial,Femenino,Estrato 1,242,49,47
Oficial,Masculino,Estrato 1,211,39,53
Oficial,Femenino,Estrato 2,302,61,78
Oficial,Masculino,Estrato 1,221,38,44
Oficial,Femenino,Estrato 2,157,30,34
No Oficial,Femenino,Estrato 2,262,58,45
Oficial,Masculino,Estrato 1,235,52,45
Oficial,Femenino,Estrato 2,319,68,65
Oficial,Femenino,Estrato 1,264,47,57
No Oficial,Femenino,Estrato 3,298,52,58
Oficial,Masculino,Estrato 6,237,50,52
Oficial,Femenino,Estrato 2,236,53,44
No Oficial,Femenino,Estrato 2,224,38,51
No Oficial,Masculino,Estrato 2,287,55,60
No Oficial,Femenino,Estrato 3,270,57,56
Oficial,Masculino,Estrato 1,235,46,43
Oficial,Masculino,Estrato 5,244,58,48
Oficial,Femenino,Estrato 2,200,29,37
No Oficial,Femenino,Estrato 2,296,47,65
Oficial,Femenino,Estrato 5,268,62,44
Oficial,Femenino,Estrato 4,212,47,37
Oficial,Masculino,Estrato 3,294,59,67
No Oficial,Masculino,Estrato 1,194,36,40
Oficial,Femenino,Estrato 3,226,48,53
Oficial,Masculino,Estrato 2,148,31,35
Oficial,Femenino,Estrato 2,293,60,65
Oficial,Femenino,Estrato 1,256,50,54
Oficial,Masculino,Estrato 2,227,49,40
Oficial,Masculino,Estrato 3,209,49,42
Oficial,Femenino,Estrato 2,308,68,52
Oficial,Femenino,Estrato 4,202,44,39
Oficial,Femenino,Estrato 1,230,45,42
Oficial,Femenino,Estrato 1,267,56,40
Oficial,Femenino,Estrato 3,303,70,63
Oficial,Masculino,Estrato 3,236,45,49
Oficial,Masculino,Estrato 5,215,40,51
Oficial,Masculino,Estrato 3,240,51,39
Oficial,Masculino,Estrato 1,281,62,63
Oficial,Masculino,Estrato 5,290,57,41
No Oficial,Masculino,Estrato 4,311,65,61
Oficial,Masculino,Estrato 1,249,43,63
No Oficial,Masculino,Estrato 2,287,57,57
Oficial,Femenino,Estrato 2,280,68,50
Oficial,Femenino,Estrato 2,261,57,51
No Oficial,Masculino,Estrato 6,321,59,70
Oficial,Femenino,Estrato 1,306,57,59
Oficial,Masculino,Estrato 3,258,41,54
Oficial,Femenino,Estrato 1,254,63,53
Oficial,Masculino,Estrato 2,237,39,51
No Oficial,Femenino,Estrato 3,234,26,54
No Oficial,Masculino,Estrato 1,303,49,74
No Oficial,Femenino,Estrato 2,252,50,51
Oficial,Masculino,Estrato 5,294,53,61
Oficial,Femenino,Estrato 3,225,46,36
No Oficial,Masculino,Estrato 2,311,64,68
Oficial,Masculino,Estrato 1,239,42,57
Oficial,Femenino,Estrato 2,301,52,65
Oficial,Masculino,Estrato 3,290,65,48
Oficial,Femenino,Estrato 3,229,48,42
No Oficial,Masculino,Estrato 1,288,36,57
Oficial,Masculino,Estrato 3,249,37,43
No Oficial,Femenino,Estrato 1,303,46,75
Oficial,Masculino,Estrato 1,225,43,47
Oficial,Masculino,Estrato 2,299,61,66
Oficial,Femenino,Estrato 1,328,64,72
No Oficial,Femenino,Estrato 1,262,47,53
Oficial,Femenino,Estrato 3,222,52,35
Oficial,Masculino,Estrato 2,240,50,53
Oficial,Femenino,Estrato 3,214,35,56
No Oficial,Masculino,Estrato 3,260,45,49
Oficial,Masculino,Estrato 3,216,37,39
No Oficial,Femenino,Estrato 2,315,60,68
Oficial,Masculino,Estrato 2,249,50,56
Oficial,Masculino,Estrato 3,239,51,55
Oficial,Masculino,Estrato 1,236,40,46
Oficial,Femenino,Estrato 3,275,44,53
Oficial,Femenino,Estrato 2,235,50,28
Oficial,Femenino,Estrato 1,238,54,47
Oficial,Masculino,Estrato 3,237,61,43
No Oficial,Femenino,Estrato 4,314,66,47
Oficial,Femenino,Estrato 1,225,39,58
Oficial,Masculino,Estrato 1,268,58,55
No Oficial,Masculino,Estrato 3,286,55,44
Oficial,Masculino,Estrato 1,258,40,54
Oficial,Masculino,Estrato 1,266,52,66
No Oficial,Femenino,Estrato 2,244,51,57
Oficial,Masculino,Estrato 2,229,57,52
Oficial,Masculino,Estrato 2,200,40,31
Oficial,Femenino,Estrato 2,213,36,38
No Oficial,Femenino,Estrato 4,283,41,50
Oficial,Femenino,Estrato 3,328,55,65
Oficial,Masculino,Estrato 6,278,47,61
No Oficial,Masculino,Estrato 2,279,69,58
No Oficial,Masculino,Estrato 1,307,59,55
Oficial,Masculino,Estrato 5,207,40,40
Oficial,Masculino,Estrato 1,231,55,53
Oficial,Femenino,Estrato 3,252,55,53
Oficial,Masculino,Estrato 1,259,49,54
Oficial,Masculino,Estrato 3,247,58,43
Oficial,Masculino,Estrato 4,220,38,45
No Oficial,Femenino,Estrato 2,262,54,44
No Oficial,Femenino,Estrato 1,299,49,54
Oficial,Femenino,Estrato 1,295,61,48
No Oficial,Masculino,Estrato 2,304,68,72
Oficial,Masculino,Estrato 1,253,57,62
No Oficial,Masculino,Estrato 3,235,54,39
Oficial,Masculino,Estrato 2,211,65,36
Oficial,Femenino,Estrato 2,224,42,42
No Oficial,Femenino,Estrato 2,296,51,67
Oficial,Femenino,Estrato 2,297,63,63
Oficial,Femenino,Estrato 1,279,48,65
Oficial,Femenino,Estrato 3,246,40,61
Oficial,Masculino,Estrato 4,252,48,53
Oficial,Femenino,Estrato 2,295,74,61
Oficial,Masculino,Estrato 1,273,60,64
Oficial,Femenino,Estrato 3,245,52,56
Oficial,Masculino,Estrato 1,304,47,68
Oficial,Masculino,Estrato 1,277,50,58
Oficial,Femenino,Estrato 3,254,62,58
No Oficial,Masculino,Estrato 1,277,53,53
Oficial,Masculino,Estrato 1,223,62,40
Oficial,Masculino,Estrato 6,231,49,43
Oficial,Masculino,Estrato 2,263,51,68
No Oficial,Femenino,Estrato 4,267,50,46
Oficial,Femenino,Estrato 1,187,36,43
Oficial,Masculino,Estrato 3,167,21,47
Oficial,Masculino,Estrato 2,206,48,43
Oficial,Femenino,Estrato 1,228,49,43
Oficial,Masculino,Estrato 3,292,56,62
No Oficial,Masculino,Estrato 4,324,63,61
No Oficial,Masculino,Estrato 1,258,58,45
Oficial,Femenino,Estrato 3,261,68,61
Oficial,Masculino,Estrato 2,204,53,49
No Oficial,Masculino,Estrato 3,236,48,44
Oficial,Femenino,Estrato 3,218,37,40
Oficial,Masculino,Estrato 1,307,49,62
Oficial,Femenino,Estrato 1,239,48,47
Oficial,Masculino,Estrato 2,231,39,40
Oficial,Masculino,Estrato 4,200,41,29
Oficial,Masculino,Estrato 2,252,52,40
No Oficial,Masculino,Estrato 3,256,56,42
No Oficial,Femenino,Estrato 1,274,45,47
Oficial,Femenino,Estrato 3,255,43,52
Oficial,Masculino,Estrato 3,218,41,37
No Oficial,Masculino,Estrato 3,200,42,34
No Oficial,Masculino,Estrato 4,181,37,27
Oficial,Femenino,Estrato 1,242,69,39
No Oficial,Femenino,Estrato 2,264,34,43
No Oficial,Masculino,Estrato 6,299,68,59
Oficial,Femenino,Estrato 1,240,56,55
Oficial,Femenino,Estrato 3,197,32,49
Oficial,Femenino,Estrato 3,246,45,49
Oficial,Masculino,Estrato 3,216,57,50
Oficial,Masculino,Estrato 1,218,38,38
No Oficial,Masculino,Estrato 1,254,45,54
Oficial,Femenino,Estrato 3,289,58,51
Oficial,Femenino,Estrato 1,217,47,46
Oficial,Femenino,Estrato 3,220,51,38
Oficial,Masculino,Estrato 2,306,69,56
No Oficial,Masculino,Estrato 2,286,63,56
Oficial,Masculino,Estrato 2,163,17,43
Oficial,Femenino,Estrato 4,300,59,65
Oficial,Masculino,Estrato 2,310,67,56
Oficial,Masculino,Estrato 2,307,66,54
Oficial,Femenino,Estrato 4,271,48,48
Oficial,Masculino,Estrato 3,200,31,44
Oficial,Masculino,Estrato 5,243,39,50
Oficial,Masculino,Estrato 1,187,41,41
Oficial,Femenino,Estrato 3,210,50,38
Oficial,Femenino,Estrato 2,200,41,42
No Oficial,Femenino,Estrato 3,344,60,70
Oficial,Femenino,Estrato 4,251,51,59
Oficial,Femenino,Estrato 2,227,37,56
Oficial,Femenino,Estrato 2,225,39,51
Oficial,Femenino,Estrato 3,233,43,55
Oficial,Femenino,Estrato 1,304,54,60
Oficial,Masculino,Estrato 3,331,57,61
No Oficial,Masculino,Estrato 1,259,64,51
Oficial,Masculino,Estrato 4,258,36,50
Oficial,Femenino,Estrato 2,211,37,40
Oficial,Femenino,Estrato 2,275,53,54
No Oficial,Femenino,Estrato 1,293,68,57
Oficial,Masculino,Estrato 2,216,45,39
Oficial,Masculino,Estrato 2,325,62,64
Oficial,Masculino,Estrato 2,190,32,43
Oficial,Femenino,Estrato 1,146,38,23
Oficial,Masculino,Estrato 4,274,48,64
No Oficial,Femenino,Estrato 1,291,59,65
Oficial,Masculino,Estrato 3,219,42,44
Oficial,Masculino,Estrato 2,354,74,54
Oficial,Femenino,Estrato 2,274,67,39
Oficial,Masculino,Estrato 1,242,54,49
Oficial,Masculino,Estrato 3,216,42,47
Oficial,Femenino,Estrato 2,262,65,64
No Oficial,Masculino,Estrato 1,255,63,48
Oficial,Femenino,Estrato 1,224,53,41
Oficial,Femenino,Estrato 1,243,50,40
Oficial,Masculino,Estrato 1,253,44,54
Oficial,Femenino,Estrato 1,239,28,47
Oficial,Masculino,Estrato 1,217,45,40
Oficial,Femenino,Estrato 3,281,62,56
Oficial,Femenino,Estrato 2,178,24,34
No Oficial,Femenino,Estrato 2,292,61,65
No Oficial,Masculino,Estrato 1,311,58,59
Oficial,Masculino,Estrato 2,285,61,56
Oficial,Masculino,Estrato 2,226,40,51
Oficial,Femenino,Estrato 3,262,46,50
Oficial,Femenino,Estrato 3,258,51,46
Oficial,Masculino,Estrato 2,171,24,25
Oficial,Femenino,Estrato 2,242,56,41
Oficial,Masculino,Estrato 2,175,35,30
Oficial,Masculino,Estrato 2,259,42,58
Oficial,Masculino,Estrato 4,215,38,37
Oficial,Masculino,Estrato 3,292,63,56
Oficial,Masculino,Estrato 2,237,44,40
Oficial,Femenino,Estrato 5,214,48,43
Oficial,Masculino,Estrato 2,292,50,60
Oficial,Masculino,Estrato 2,210,39,44
No Oficial,Femenino,Estrato 1,317,62,75
Oficial,Masculino,Estrato 2,263,70,52
Oficial,Femenino,Estrato 4,230,40,48
Oficial,Masculino,Estrato 4,191,43,34
Oficial,Femenino,Estrato 3,294,62,74
Oficial,Femenino,Estrato 2,265,66,58
Oficial,Masculino,Estrato 3,214,53,48
No Oficial,Femenino,Estrato 3,301,56,67
No Oficial,Femenino,Estrato 2,341,59,73
Oficial,Femenino,Estrato 2,249,38,57
Oficial,Masculino,Estrato 3,254,52,49
Oficial,Masculino,Estrato 4,286,65,73
Oficial,Femenino,Estrato 3,306,70,50
No Oficial,Femenino,Estrato 1,276,53,53
Oficial,Masculino,Estrato 1,191,38,50
Oficial,Masculino,Estrato 4,192,49,37
Oficial,Masculino,Estrato 3,217,37,48
Oficial,Masculino,Estrato 2,207,21,38
Oficial,Masculino,Estrato 2,177,44,38
Oficial,Masculino,Estrato 4,318,54,61
Oficial,Masculino,Estrato 4,266,50,61
No Oficial,Masculino,Estrato 3,282,60,58
No Oficial,Femenino,Estrato 1,241,44,35
Oficial,Masculino,Estrato 3,173,43,28
Oficial,Masculino,Estrato 1,291,79,51
Oficial,Masculino,Estrato 4,167,26,43
Oficial,Femenino,Estrato 1,265,54,44
Oficial,Femenino,Estrato 3,171,34,32
Oficial,Femenino,Estrato 3,228,48,60
Oficial,Masculino,Estrato 3,294,53,67
Oficial,Femenino,Estrato 2,179,30,29
Oficial,Masculino,Estrato 1,239,42,41
Oficial,Masculino,Estrato 3,270,50,47
No Oficial,Femenino,Estrato 2,245,45,50
No Oficial,Femenino,Estrato 2,252,30,46
Oficial,Femenino,Estrato 6,264,53,54
No Oficial,Femenino,Estrato 2,348,67,71
Oficial,Femenino,Estrato 3,322,58,64
No Oficial,Masculino,Estrato 2,261,52,53
No Oficial,Masculino,Estrato 3,342,68,69
Oficial,Masculino,Estrato 3,252,47,44
Oficial,Femenino,Estrato 3,269,53,43
Oficial,Masculino,Estrato 6,276,50,55
Oficial,Femenino,Estrato 2,267,44,47
Oficial,Masculino,Estrato 3,212,58,49
Oficial,Masculino,Estrato 3,233,42,37
Oficial,Masculino,Estrato 2,186,39,34
No Oficial,Masculino,Estrato 2,389,98,78
No Oficial,Femenino,Estrato 5,305,57,69
Oficial,Masculino,Estrato 1,269,57,51
Oficial,Masculino,Estrato 2,260,70,53
Oficial,Masculino,Estrato 2,174,21,39
Oficial,Masculino,Estrato 1,222,55,49
No Oficial,Masculino,Estrato 4,324,66,67
Oficial,Masculino,Estrato 2,192,34,51
Oficial,Femenino,Estrato 2,211,42,39
Oficial,Masculino,Estrato 3,245,46,61
Oficial,Masculino,Estrato 2,301,72,65
Oficial,Femenino,Estrato 3,206,41,42
No Oficial,Masculino,Estrato 3,289,63,60
Oficial,Masculino,Estrato 3,221,39,50
Oficial,Femenino,Estrato 3,258,53,46
Oficial,Masculino,Estrato 1,293,55,59
No Oficial,Femenino,Estrato 1,280,44,54
No Oficial,Femenino,Estrato 2,152,40,41
Oficial,Femenino,Estrato 1,195,41,34
Oficial,Femenino,Estrato 2,252,56,64
Oficial,Masculino,Estrato 2,284,50,53
Oficial,Masculino,Estrato 2,317,72,53
No Oficial,Masculino,Estrato 2,257,55,45
Oficial,Masculino,Estrato 2,250,51,44
Oficial,Femenino,Estrato 2,203,48,52
Oficial,Femenino,Estrato 1,209,39,32
Oficial,Femenino,Estrato 3,205,51,43
Oficial,Femenino,Estrato 3,231,40,56
Oficial,Masculino,Estrato 3,209,42,61
Oficial,Femenino,Estrato 4,344,61,68
Oficial,Femenino,Estrato 3,226,36,45
Oficial,Femenino,Estrato 3,284,53,48
Oficial,Masculino,Estrato 1,218,42,40
Oficial,Femenino,Estrato 1,334,71,82
Oficial,Masculino,Estrato 3,258,46,57
Oficial,Femenino,Estrato 1,278,60,64
Oficial,Femenino,Estrato 2,221,41,48
Oficial,Masculino,Estrato 1,284,52,64
Oficial,Femenino,Estrato 1,258,56,65
Oficial,Femenino,Estrato 3,229,41,42
No Oficial,Masculino,Estrato 2,275,69,60
Oficial,Femenino,Estrato 2,235,50,42
Oficial,Femenino,Estrato 1,232,35,32
Oficial,Femenino,Estrato 3,279,54,57
Oficial,Femenino,Estrato 3,235,41,47
Oficial,Masculino,Estrato 2,168,20,33
Oficial,Femenino,Estrato 3,270,62,49
Oficial,Masculino,Estrato 1,296,67,60
Oficial,Masculino,Estrato 3,178,29,38
Oficial,Femenino,Estrato 3,317,69,77
No Oficial,Femenino,Estrato 5,254,57,54
Oficial,Femenino,Estrato 1,219,43,47
Oficial,Femenino,Estrato 1,200,47,34
Oficial,Femenino,Estrato 2,287,59,50
Oficial,Masculino,Estrato 1,190,47,31
Oficial,Femenino,Estrato 1,218,34,41
Oficial,Masculino,Estrato 2,192,39,38
Oficial,Femenino,Estrato 2,245,50,50
No Oficial,Femenino,Estrato 4,333,57,60
No Oficial,Femenino,Estrato 1,238,39,31
Oficial,Masculino,Estrato 5,285,44,54
Oficial,Femenino,Estrato 3,230,46,52
Oficial,Femenino,Estrato 4,248,46,46
Oficial,Femenino,Estrato 4,195,28,38
Oficial,Masculino,Estrato 3,241,57,37
No Oficial,Femenino,Estrato 3,268,56,54
Oficial,Femenino,Estrato 2,238,41,50
No Oficial,Femenino,Estrato 2,256,52,47
Oficial,Femenino,Estrato 4,232,44,53
Oficial,Masculino,Estrato 2,329,53,74
Oficial,Masculino,Estrato 1,315,65,77
No Oficial,Masculino,Estrato 3,224,57,38
Oficial,Masculino,Estrato 2,316,74,65
No Oficial,Femenino,Estrato 3,294,59,50
Oficial,Masculino,Estrato 1,244,45,53
Oficial,Masculino,Estrato 3,240,52,51
No Oficial,Masculino,Estrato 1,260,54,38
Oficial,Femenino,Estrato 4,236,46,49
Oficial,Masculino,Estrato 1,203,55,39
Oficial,Masculino,Estrato 3,256,48,42
No Oficial,Masculino,Estrato 1,317,71,61
No Oficial,Masculino,Estrato 1,283,57,71
Oficial,Femenino,Estrato 1,205,42,45
Oficial,Masculino,Estrato 2,241,34,42
No Oficial,Femenino,Estrato 3,262,61,50
Oficial,Femenino,Estrato 1,230,52,32
Oficial,Femenino,Estrato 2,179,37,28
No Oficial,Femenino,Estrato 1,265,61,64
Oficial,Femenino,Estrato 4,263,55,59
Oficial,Femenino,Estrato 1,222,34,47
Oficial,Femenino,Estrato 2,267,45,56
No Oficial,Masculino,Estrato 3,283,56,66
No Oficial,Masculino,Estrato 4,298,46,61
No Oficial,Femenino,Estrato 4,309,70,59
Oficial,Femenino,Estrato 4,218,41,42
No Oficial,Femenino,Estrato 1,285,58,55
No Oficial,Femenino,Estrato 3,339,59,65
Oficial,Masculino,Estrato 3,346,74,81
No Oficial,Femenino,Estrato 4,362,71,65
Oficial,Masculino,Estrato 2,230,43,42
Oficial,Masculino,Estrato 4,232,57,33
Oficial,Femenino,Estrato 2,190,48,45
Oficial,Masculino,Estrato 3,274,60,57
Oficial,Femenino,Estrato 2,227,47,57
Oficial,Femenino,Estrato 2,149,25,25
Oficial,Masculino,Estrato 2,272,52,48
Oficial,Femenino,Estrato 2,219,41,35
Oficial,Femenino,Estrato 3,240,51,51
Oficial,Masculino,Estrato 3,272,54,51
Oficial,Masculino,Estrato 3,230,45,48
No Oficial,Femenino,Estrato 1,236,59,44
Oficial,Masculino,Estrato 5,343,77,78
Oficial,Femenino,Estrato 3,158,25,40
No Oficial,Masculino,Estrato 1,247,51,50
Oficial,Femenino,Estrato 3,201,33,47
Oficial,Femenino,Estrato 1,316,68,62
Oficial,Masculino,Estrato 1,219,59,43
No Oficial,Femenino,Estrato 2,278,52,40
Oficial,Femenino,Estrato 2,226,51,48
No Oficial,Femenino,Estrato 1,254,63,50
Oficial,Femenino,Estrato 2,244,47,54
No Oficial,Femenino,Estrato 4,358,75,76
No Oficial,Femenino,Estrato 2,232,60,41
No Oficial,Femenino,Estrato 1,254,43,49
Oficial,Femenino,Estrato 6,215,34,39
No Oficial,Masculino,Estrato 2,263,42,59
Oficial,Femenino,Estrato 3,341,74,79
Oficial,Masculino,Estrato 1,267,45,58
Oficial,Masculino,Estrato 2,251,54,64
No Oficial,Masculino,Estrato 2,329,76,69
No Oficial,Masculino,Estrato 5,292,53,51
No Oficial,Masculino,Estrato 2,252,44,40
Oficial,Masculino,Estrato 2,257,56,44
Oficial,Masculino,Estrato 4,249,50,46
Oficial,Femenino,Estrato 6,358,52,66
Oficial,Masculino,Estrato 1,279,68,56
Oficial,Masculino,Estrato 3,294,63,57
Oficial,Masculino,Estrato 2,247,46,49
Oficial,Masculino,Estrato 2,239,44,64
Oficial,Masculino,Estrato 2,270,59,60
Oficial,Femenino,Estrato 2,239,47,49
Oficial,Femenino,Estrato 1,242,48,55
Oficial,Femenino,Estrato 2,263,53,46
No Oficial,Femenino,Estrato 2,294,52,52
Oficial,Masculino,Estrato 1,253,47,57
Oficial,Masculino,Estrato 2,248,48,49
Oficial,Masculino,Estrato 5,283,50,57
Oficial,Femenino,Estrato 3,220,46,36
No Oficial,Masculino,Estrato 2,262,56,49
No Oficial,Femenino,Estrato 4,259,65,48
Oficial,Masculino,Estrato 2,260,45,48
Oficial,Masculino,Estrato 1,283,63,71
No Oficial,Femenino,Estrato 2,266,64,68
No Oficial,Femenino,Estrato 1,294,66,66
Oficial,Femenino,Estrato 3,290,54,58
Oficial,Femenino,Estrato 5,275,52,50
Oficial,Femenino,Estrato 2,213,54,35
No Oficial,Femenino,Estrato 2,270,52,56
Oficial,Femenino,Estrato 2,262,52,61
No Oficial,Masculino,Estrato 2,211,38,47
Oficial,Femenino,Estrato 3,245,55,49
Oficial,Femenino,Estrato 3,238,27,52
Oficial,Masculino,Estrato 1,190,31,37
Oficial,Femenino,Estrato 3,230,38,44
Oficial,Femenino,Estrato 1,216,55,36
Oficial,Femenino,Estrato 5,246,51,46
Oficial,Masculino,Estrato 2,184,35,38
No Oficial,Masculino,Estrato 3,275,53,52
Oficial,Femenino,Estrato 1,204,29,32
Oficial,Femenino,Estrato 2,282,67,57
No Oficial,Masculino,Estrato 3,322,61,66
No Oficial,Femenino,Estrato 2,290,62,55
No Oficial,Masculino,Estrato 4,277,50,55
No Oficial,Femenino,Estrato 2,264,52,35
Oficial,Masculino,Estrato 4,339,60,72
Oficial,Masculino,Estrato 6,282,54,58
No Oficial,Femenino,Estrato 2,258,59,61
Oficial,Masculino,Estrato 2,259,52,50
Oficial,Masculino,Estrato 3,150,32,35
No Oficial,Masculino,Estrato 1,251,50,58
Oficial,Masculino,Estrato 4,265,66,53
Oficial,Masculino,Estrato 2,242,41,50
Oficial,Femenino,Estrato 3,267,52,54
Oficial,Femenino,Estrato 1,272,55,43
Oficial,Femenino,Estrato 3,228,37,48
Oficial,Femenino,Estrato 2,260,53,45
No Oficial,Masculino,Estrato 3,264,53,46
Oficial,Masculino,Estrato 2,263,53,56
Oficial,Masculino,Estrato 2,234,47,55
No Oficial,Femenino,Estrato 5,288,52,63
No Oficial,Femenino,Estrato 3,346,56,73
No Oficial,Masculino,Estrato 6,239,49,50
No Oficial,Masculino,Estrato 2,250,42,56
Oficial,Femenino,Estrato 3,268,52,65
Oficial,Femenino,Estrato 3,263,46,48
Oficial,Femenino,Estrato 3,291,46,54
Oficial,Masculino,Estrato 1,246,52,54
Oficial,Femenino,Estrato 2,230,51,34
Oficial,Masculino,Estrato 4,190,46,37
Oficial,Femenino,Estrato 2,217,39,45
Oficial,Femenino,Estrato 5,293,58,54
Oficial,Femenino,Estrato 1,252,53,36
Oficial,Masculino,Estrato 6,241,56,57
Oficial,Masculino,Estrato 3,296,45,55
Oficial,Masculino,Estrato 3,288,45,53
No Oficial,Masculino,Estrato 2,292,69,67
Oficial,Femenino,Estrato 4,293,45,37
Oficial,Femenino,Estrato 2,178,42,46
Oficial,Masculino,Estrato 3,263,63,68
No Oficial,Masculino,Estrato 1,241,54,41
Oficial,Masculino,Estrato 3,290,49,54
Oficial,Femenino,Estrato 4,260,44,55
Oficial,Femenino,Estrato 1,235,46,48
Oficial,Masculino,Estrato 3,238,61,54
No Oficial,Masculino,Estrato 1,351,84,73
No Oficial,Femenino,Estrato 4,256,53,57
Oficial,Femenino,Estrato 6,268,40,77
No Oficial,Masculino,Estrato 2,256,52,40
No Oficial,Femenino,Estrato 1,371,72,83
Oficial,Femenino,Estrato 3,265,53,63
No Oficial,Femenino,Estrato 1,243,35,40
Oficial,Femenino,Estrato 2,266,55,47
Oficial,Masculino,Estrato 2,215,30,46
Oficial,Femenino,Estrato 2,203,20,31
No Oficial,Masculino,Estrato 1,243,50,44
Oficial,Masculino,Estrato 1,306,76,62
No Oficial,Masculino,Estrato 1,215,36,38
No Oficial,Masculino,Estrato 3,306,57,59
Oficial,Masculino,Estrato 2,276,62,49
No Oficial,Femenino,Estrato 1,329,75,59
Oficial,Femenino,Estrato 3,229,46,49
Oficial,Femenino,Estrato 4,283,50,55
Oficial,Masculino,Estrato 2,285,67,57
Oficial,Masculino,Estrato 3,279,45,60
No Oficial,Femenino,Estrato 3,291,54,59
No Oficial,Masculino,Estrato 1,254,55,48
Oficial,Femenino,Estrato 2,177,22,29
Oficial,Masculino,Estrato 2,218,46,46
Oficial,Femenino,Estrato 3,230,55,59
Oficial,Masculino,Estrato 2,233,60,52
No Oficial,Femenino,Estrato 6,298,56,49
Oficial,Femenino,Estrato 3,314,59,48
Oficial,Femenino,Estrato 2,231,51,41
Oficial,Femenino,Estrato 1,243,43,37
